index,placeID,Rpayment
688,132779,VISA
689,132778,cash
690,132777,cash
691,132777,VISA
692,132777,MasterCard-Eurocard
693,132777,bank_debit_cards
694,132776,cash
695,132776,VISA
696,132776,bank_debit_cards
697,132775,cash
698,132774,cash
699,132774,VISA
700,132774,bank_debit_cards
701,132773,cash
702,132772,cash
703,132771,cash
704,132771,bank_debit_cards
705,132770,cash
706,132769,cash
707,132768,cash
708,132768,bank_debit_cards
709,132767,cash
710,132767,VISA
711,132767,American_Express
712,132766,cash
713,132765,cash
714,132764,cash
715,132763,cash
716,132762,cash
717,132761,cash
718,132761,VISA
719,132761,bank_debit_cards
720,132760,cash
721,132760,bank_debit_cards
722,132759,cash
723,132758,cash
724,132757,cash
725,132756,cash
726,132756,VISA
727,132756,MasterCard-Eurocard
728,132756,American_Express
729,132756,bank_debit_cards
730,132755,cash
731,132755,VISA
732,132755,American_Express
733,132755,bank_debit_cards
734,132754,cash
735,132753,cash
736,132752,cash
737,132751,cash
738,132751,bank_debit_cards
739,132750,cash
740,132750,bank_debit_cards
741,132749,cash
742,132748,cash
743,132747,cash
744,132747,VISA
745,132747,MasterCard-Eurocard
746,132747,American_Express
747,132747,bank_debit_cards
748,132746,cash
749,132745,cash
750,132744,cash
751,132743,cash
752,132742,cash
753,132741,cash
754,132740,cash
755,132739,cash
756,132738,cash
757,132737,cash
758,132736,cash
759,132736,VISA
760,132736,MasterCard-Eurocard
761,132736,bank_debit_cards
762,132735,cash
763,132735,VISA
764,132735,MasterCard-Eurocard
765,132735,bank_debit_cards
766,132734,cash
767,132734,VISA
768,132734,MasterCard-Eurocard
769,132734,American_Express
770,132733,cash
771,132733,VISA
772,132733,MasterCard-Eurocard
773,132733,bank_debit_cards
774,132732,cash
775,132731,cash
776,132730,cash
777,132728,cash
778,132727,cash
779,132726,cash
780,132726,VISA
781,132726,MasterCard-Eurocard
782,132726,bank_debit_cards
783,132725,cash
784,132724,cash
785,132724,VISA
786,132724,MasterCard-Eurocard
787,132724,American_Express
788,132724,bank_debit_cards
789,132723,cash
790,132723,VISA
791,132722,cash
792,132721,cash
793,132720,cash
794,132720,VISA
795,132720,MasterCard-Eurocard
796,132720,American_Express
797,132720,bank_debit_cards
798,132719,cash
799,132718,cash
800,132717,cash
801,132716,cash
802,132715,cash
803,132714,cash
804,132713,cash
805,132712,cash
806,132711,cash
807,132710,cash
808,132709,cash
809,132708,cash
810,132707,cash
811,132706,cash
812,132706,VISA
813,132705,cash
814,132704,cash
815,132703,cash
816,132702,cash
817,132701,cash
818,132700,cash
819,132700,VISA
820,132700,MasterCard-Eurocard
821,132700,American_Express
822,132699,cash
823,132699,VISA
824,132699,MasterCard-Eurocard
825,132698,cash
826,132697,cash
827,132697,VISA
828,132697,MasterCard-Eurocard
829,132697,American_Express
830,132696,cash
831,132695,cash
832,132694,cash
833,132693,cash
834,132693,VISA
835,132693,MasterCard-Eurocard
836,132693,American_Express
837,132692,cash
838,132692,VISA
839,132692,MasterCard-Eurocard
840,132692,American_Express
841,132692,bank_debit_cards
842,132691,cash
843,132691,VISA
844,132691,MasterCard-Eurocard
845,132691,American_Express
846,132690,cash
847,132689,cash
848,132689,VISA
849,132689,MasterCard-Eurocard
850,132689,American_Express
851,132689,bank_debit_cards
852,132688,cash
853,132688,VISA
854,132688,MasterCard-Eurocard
855,132688,American_Express
856,132688,bank_debit_cards
857,132687,cash
858,132687,VISA
859,132687,MasterCard-Eurocard
860,132687,American_Express
861,132687,bank_debit_cards
862,132686,cash
863,132686,VISA
864,132686,MasterCard-Eurocard
865,132686,American_Express
866,132685,cash
867,132685,VISA
868,132685,MasterCard-Eurocard
869,132685,American_Express
870,132685,checks
871,132684,cash
872,132684,VISA
873,132683,cash
874,132683,VISA
875,132683,MasterCard-Eurocard
876,132682,cash
877,132682,VISA
878,132682,MasterCard-Eurocard
879,132682,bank_debit_cards
880,132681,cash
881,132680,cash
882,132679,cash
883,132678,cash
884,132677,cash
885,132676,cash
886,132675,cash
887,132674,cash
888,132671,cash
889,132667,cash
890,132658,cash
891,132655,cash
892,132653,cash
893,132650,cash
894,132648,cash
895,132645,cash
896,132642,cash
897,132640,cash
898,132638,MasterCard-Eurocard
899,132636,cash
900,132635,MasterCard-Eurocard
901,132631,cash
902,132629,cash
903,132629,VISA
904,132629,bank_debit_cards
905,132628,cash
906,132626,cash
907,132626,American_Express
908,132625,cash
909,132625,VISA
910,132625,bank_debit_cards
911,132625,checks
912,132624,cash
913,132624,VISA
914,132624,bank_debit_cards
915,132623,VISA
916,132623,bank_debit_cards
917,132622,cash
918,132621,cash
919,132620,cash
920,132619,cash
921,132619,VISA
922,132619,MasterCard-Eurocard
923,132619,bank_debit_cards
924,132619,checks
925,132618,cash
926,132617,cash
927,132617,VISA
928,132617,MasterCard-Eurocard
929,132617,bank_debit_cards
930,132616,cash
931,132615,cash
932,132614,cash
933,132613,cash
934,132612,cash
935,132612,VISA
936,132611,cash
937,132610,cash
938,132609,cash
939,132608,cash
940,132607,cash
941,132606,cash
942,132606,American_Express
943,132605,cash
944,132604,cash
945,132603,cash
946,132602,cash
947,132601,cash
948,132600,cash
949,132599,cash
950,132598,cash
951,132598,bank_debit_cards
952,132597,cash
953,132596,cash
954,132595,cash
955,132594,cash
956,132593,cash
957,132592,cash
958,132592,VISA
959,132592,MasterCard-Eurocard
960,132592,American_Express
961,132592,bank_debit_cards
962,132592,checks
963,132592,Diners_Club
964,132591,cash
965,132591,VISA
966,132591,MasterCard-Eurocard
967,132590,cash
968,132589,cash
969,132589,VISA
970,132589,MasterCard-Eurocard
971,132588,cash
972,132587,cash
973,132586,cash
974,132585,cash
975,132585,VISA
976,132585,MasterCard-Eurocard
977,132584,cash
978,132583,cash
979,132583,VISA
980,132583,MasterCard-Eurocard
981,132583,bank_debit_cards
982,132582,cash
983,132582,VISA
984,132581,cash
985,132580,cash
986,132578,cash
987,132577,cash
988,132577,VISA
989,132577,MasterCard-Eurocard
990,132576,cash
991,132576,VISA
992,132576,MasterCard-Eurocard
993,132575,cash
994,132575,VISA
995,132575,American_Express
996,132575,bank_debit_cards
997,132574,cash
998,132574,VISA
999,132574,MasterCard-Eurocard
1000,132573,cash
1001,132573,VISA
1002,132572,cash
1003,132560,cash
1004,132545,Visa
1005,132545,American_Express
1006,132545,bank_debit_cards
1007,132545,Diners_Club
1008,132544,Visa
1009,132544,Japan_Credit_Bureau
1010,132544,American_Express
1011,132544,Diners_Club
1012,132537,Visa
1013,132535,Visa
1014,132535,American_Express
1015,132535,bank_debit_cards
1016,132535,Diners_Club
1017,132533,MasterCard-Eurocard
1018,132533,American_Express
1019,132531,Visa
1020,132531,bank_debit_cards
1021,132530,Visa
1022,132530,American_Express
1023,132530,bank_debit_cards
1024,132530,Diners_Club
1025,132527,Visa
1026,132527,American_Express
1027,132527,gift_certificates
1028,132527,bank_debit_cards
1029,132527,Diners_Club
1030,132521,Visa
1031,132521,American_Express
1032,132521,bank_debit_cards
1033,132521,Diners_Club
1034,132518,American_Express
1035,132509,MasterCard-Eurocard
1036,132509,Visa
1037,132509,American_Express
1038,132509,Diners_Club
1039,132493,MasterCard-Eurocard
1040,132493,Visa
1041,132493,American_Express
1042,132488,American_Express
1043,132483,MasterCard-Eurocard
1044,132483,Visa
1045,132482,MasterCard-Eurocard
1046,132482,Visa
1047,132482,American_Express
1048,132458,American_Express
1049,132449,bank_debit_cards
1050,132446,Visa
1051,132446,American_Express
1052,132446,bank_debit_cards
1053,132445,Diners_Club
1054,132444,MasterCard-Eurocard
1055,132444,Visa
1056,132444,American_Express
1057,132444,Diners_Club
1058,132443,Visa
1059,132443,American_Express
1060,132443,bank_debit_cards
1061,132442,Visa
1062,132442,American_Express
1063,132442,bank_debit_cards
1064,132439,Visa
1065,132439,bank_debit_cards
1066,132438,Visa
1067,132438,bank_debit_cards
1068,132437,Visa
1069,132437,bank_debit_cards
1070,132436,Visa
1071,132436,American_Express
1072,132436,bank_debit_cards
1073,132436,Diners_Club
1074,132432,MasterCard-Eurocard
1075,132432,Visa
1076,132419,MasterCard-Eurocard
1077,132417,Discover
1078,132414,MasterCard-Eurocard
1079,132414,Visa
1080,132414,American_Express
1081,132414,Diners_Club
1082,132413,MasterCard-Eurocard
1083,132413,Discover
1084,132413,Visa
1085,132413,American_Express
1086,132413,Diners_Club
1087,132409,Visa
1088,132409,American_Express
1089,132409,bank_debit_cards
1090,132409,Diners_Club
1091,132407,bank_debit_cards
1092,132399,Visa
1093,132399,American_Express
1094,132399,bank_debit_cards
1095,132396,Visa
1096,132396,American_Express
1097,132396,gift_certificates
1098,132396,Japan_Credit_Bureau
1099,132396,bank_debit_cards
1100,132396,Diners_Club
1101,132392,MasterCard-Eurocard
1102,132392,Visa
1103,132392,American_Express
1104,132392,Diners_Club
1105,132387,MasterCard-Eurocard
1106,132387,Visa
1107,132367,MasterCard-Eurocard
1108,132367,Visa
1109,132367,American_Express
1110,132367,Diners_Club
1111,132364,Visa
1112,132364,Diners_Club
1113,132361,Visa
1114,132361,American_Express
1115,132361,Diners_Club
1116,132355,MasterCard-Eurocard
1117,132355,Visa
1118,132355,bank_debit_cards
1119,132353,Visa
1120,132353,American_Express
1121,132348,MasterCard-Eurocard
1122,132348,Visa
1123,132347,MasterCard-Eurocard
1124,132347,Visa
1125,132347,American_Express
1126,132347,Diners_Club
1127,132346,Visa
1128,132344,Visa
1129,132343,MasterCard-Eurocard
1130,132343,Visa
1131,132343,American_Express
1132,132343,Diners_Club
1133,132342,MasterCard-Eurocard
1134,132342,Visa
1135,132341,American_Express
1136,132336,Discover
1137,132333,MasterCard-Eurocard
1138,132333,Discover
1139,132333,Visa
1140,132319,Visa
1141,132319,American_Express
1142,132319,bank_debit_cards
1143,132319,Diners_Club
1144,132318,Visa
1145,132318,American_Express
1146,132302,MasterCard-Eurocard
1147,132302,Discover
1148,132302,Visa
1149,132302,American_Express
1150,132302,Carte_Blanche
1151,132302,Diners_Club
1152,132297,Visa
1153,132297,American_Express
1154,132296,Visa
1155,132296,American_Express
1156,132296,bank_debit_cards
1157,132293,MasterCard-Eurocard
1158,132293,Visa
1159,132293,American_Express
1160,132289,MasterCard-Eurocard
1161,132289,Discover
1162,132289,Visa
1163,132289,American_Express
1164,132289,gift_certificates
1165,132289,bank_debit_cards
1166,132289,Carte_Blanche
1167,132289,Diners_Club
1168,132275,American_Express
1169,132246,MasterCard-Eurocard
1170,132244,MasterCard-Eurocard
1171,132244,checks
1172,132244,Visa
1173,132244,American_Express
1174,132244,bank_debit_cards
1175,132244,Diners_Club
1176,132243,MasterCard-Eurocard
1177,132243,Discover
1178,132243,Visa
1179,132243,American_Express
1180,132243,Carte_Blanche
1181,132243,Diners_Club
1182,132237,MasterCard-Eurocard
1183,132237,Discover
1184,132237,Visa
1185,132233,MasterCard-Eurocard
1186,132233,Visa
1187,132232,MasterCard-Eurocard
1188,132232,Visa
1189,132231,MasterCard-Eurocard
1190,132231,Discover
1191,132231,Visa
1192,132231,American_Express
1193,132231,gift_certificates
1194,132231,Carte_Blanche
1195,132231,Diners_Club
1196,132230,MasterCard-Eurocard
1197,132230,Visa
1198,132230,American_Express
1199,132229,American_Express
1200,132228,MasterCard-Eurocard
1201,132221,American_Express
1202,132220,Visa
1203,132215,MasterCard-Eurocard
1204,132215,Visa
1205,132213,MasterCard-Eurocard
1206,132213,Visa
1207,132213,American_Express
1208,132213,Diners_Club
1209,132212,MasterCard-Eurocard
1210,132212,Visa
1211,132212,American_Express
1212,132212,Diners_Club
1213,132211,MasterCard-Eurocard
1214,132211,Visa
1215,132211,American_Express
1216,132211,Diners_Club
1217,132207,Visa
1218,132207,bank_debit_cards
1219,132206,Visa
1220,132206,American_Express
1221,132206,bank_debit_cards
1222,132204,Visa
1223,132204,American_Express
1224,132204,bank_debit_cards
1225,132201,MasterCard-Eurocard
1226,132201,Visa
1227,132187,MasterCard-Eurocard
1228,132187,Visa
1229,132187,American_Express
1230,132187,Japan_Credit_Bureau
1231,132187,bank_debit_cards
1232,132187,Carte_Blanche
1233,132187,Diners_Club
1234,132184,MasterCard-Eurocard
1235,132184,Visa
1236,132182,MasterCard-Eurocard
1237,132182,Visa
1238,132182,American_Express
1239,132177,MasterCard-Eurocard
1240,132177,Visa
1241,132166,bank_debit_cards
1242,132165,Visa
1243,132165,American_Express
1244,132165,bank_debit_cards
1245,132164,Visa
1246,132164,American_Express
1247,132164,bank_debit_cards
1248,132163,bank_debit_cards
1249,132161,gift_certificates
1250,132161,bank_debit_cards
1251,132160,Visa
1252,132160,bank_debit_cards
1253,132159,Visa
1254,132159,American_Express
1255,132159,Japan_Credit_Bureau
1256,132159,bank_debit_cards
1257,132159,Diners_Club
1258,132155,bank_debit_cards
1259,132130,Visa
1260,132116,American_Express
1261,132115,American_Express
1262,132111,MasterCard-Eurocard
1263,132111,Visa
1264,132111,American_Express
1265,132111,bank_debit_cards
1266,132111,Diners_Club
1267,132109,MasterCard-Eurocard
1268,132109,Visa
1269,132109,American_Express
1270,132107,Visa
1271,132107,American_Express
1272,132107,bank_debit_cards
1273,132107,Diners_Club
1274,132106,MasterCard-Eurocard
1275,132106,Visa
1276,132106,American_Express
1277,132106,Diners_Club
1278,132103,American_Express
1279,132031,MasterCard-Eurocard
1280,132031,checks
1281,132031,Discover
1282,132031,Visa
1283,132031,gift_certificates
1284,132031,bank_debit_cards
1285,132030,Visa
1286,132030,American_Express
1287,132030,gift_certificates
1288,132030,bank_debit_cards
1289,132030,Diners_Club
1290,132026,Visa
1291,132026,American_Express
1292,132026,bank_debit_cards
1293,132026,Diners_Club
1294,132024,Visa
1295,132024,American_Express
1296,132024,bank_debit_cards
1297,132024,Diners_Club
1298,132023,American_Express
1299,132023,Japan_Credit_Bureau
1300,132023,bank_debit_cards
1301,132023,Diners_Club
1302,132019,MasterCard-Eurocard
1303,132019,Visa
1304,132019,American_Express
1305,132019,Diners_Club
1306,132012,Visa
1307,132012,American_Express
1308,132012,bank_debit_cards
1309,132012,Diners_Club
1310,132002,MasterCard-Eurocard
1311,132002,Visa
1312,132002,American_Express
1313,132002,Diners_Club
